doc_id,id,subclass,label,split
MF_gossipcop-3227825551,gossipcop-3227825551,MF,fake,train
MF_gossipcop-920440789,gossipcop-920440789,MF,fake,train
MF_gossipcop-2502492072,gossipcop-2502492072,MF,fake,test
MF_gossipcop-7607762945,gossipcop-7607762945,MF,fake,train
MF_gossipcop-6502992052,gossipcop-6502992052,MF,fake,train
MF_gossipcop-9331027077,gossipcop-9331027077,MF,fake,train
MF_gossipcop-2540748672,gossipcop-2540748672,MF,fake,train
MF_gossipcop-2907511686,gossipcop-2907511686,MF,fake,train
MF_gossipcop-4867710974,gossipcop-4867710974,MF,fake,test
MF_gossipcop-5369652307,gossipcop-5369652307,MF,fake,train
MF_gossipcop-8697896182,gossipcop-8697896182,MF,fake,train
MF_gossipcop-5162567437,gossipcop-5162567437,MF,fake,test
MF_gossipcop-5786743687,gossipcop-5786743687,MF,fake,train
MF_gossipcop-3196321022,gossipcop-3196321022,MF,fake,test
MF_gossipcop-1612788737,gossipcop-1612788737,MF,fake,validation
MF_gossipcop-3202228811,gossipcop-3202228811,MF,fake,train
MF_gossipcop-481844406,gossipcop-481844406,MF,fake,train
MF_gossipcop-2936134282,gossipcop-2936134282,MF,fake,test
MF_gossipcop-6061819854,gossipcop-6061819854,MF,fake,train
MF_gossipcop-9227872746,gossipcop-9227872746,MF,fake,train
MF_gossipcop-4127686001,gossipcop-4127686001,MF,fake,train
MF_gossipcop-6823819000,gossipcop-6823819000,MF,fake,train
MF_gossipcop-1742215906,gossipcop-1742215906,MF,fake,validation
MF_gossipcop-1625086607,gossipcop-1625086607,MF,fake,test
MF_gossipcop-5284912950,gossipcop-5284912950,MF,fake,train
MF_gossipcop-2120490422,gossipcop-2120490422,MF,fake,train
MF_gossipcop-9759059517,gossipcop-9759059517,MF,fake,validation
MF_gossipcop-958341208,gossipcop-958341208,MF,fake,test
MF_gossipcop-795756971,gossipcop-795756971,MF,fake,train
MF_gossipcop-9834755902,gossipcop-9834755902,MF,fake,train
MF_gossipcop-429778691,gossipcop-429778691,MF,fake,train
MF_gossipcop-4694169066,gossipcop-4694169066,MF,fake,test
MF_gossipcop-9354481299,gossipcop-9354481299,MF,fake,train
MF_gossipcop-388924876,gossipcop-388924876,MF,fake,train
MF_gossipcop-8706903729,gossipcop-8706903729,MF,fake,validation
MF_gossipcop-8507852180,gossipcop-8507852180,MF,fake,train
MF_gossipcop-5013441642,gossipcop-5013441642,MF,fake,test
MF_gossipcop-8805042164,gossipcop-8805042164,MF,fake,validation
MF_gossipcop-3428558461,gossipcop-3428558461,MF,fake,train
MF_gossipcop-7522847934,gossipcop-7522847934,MF,fake,train
MF_gossipcop-9639077061,gossipcop-9639077061,MF,fake,train
MF_gossipcop-4461495191,gossipcop-4461495191,MF,fake,validation
MF_gossipcop-2723098494,gossipcop-2723098494,MF,fake,test
MF_gossipcop-6049574291,gossipcop-6049574291,MF,fake,validation
MF_gossipcop-8125535833,gossipcop-8125535833,MF,fake,train
MF_gossipcop-8145641972,gossipcop-8145641972,MF,fake,train
MF_gossipcop-6899362624,gossipcop-6899362624,MF,fake,train
MF_gossipcop-7754577216,gossipcop-7754577216,MF,fake,test
MF_gossipcop-6532581624,gossipcop-6532581624,MF,fake,validation
MF_gossipcop-8530020915,gossipcop-8530020915,MF,fake,test
MF_gossipcop-5248691728,gossipcop-5248691728,MF,fake,train
MF_gossipcop-9915756659,gossipcop-9915756659,MF,fake,test
MF_gossipcop-734040863,gossipcop-734040863,MF,fake,train
MF_gossipcop-1474948818,gossipcop-1474948818,MF,fake,train
MF_gossipcop-182239906,gossipcop-182239906,MF,fake,train
MF_gossipcop-1691783074,gossipcop-1691783074,MF,fake,train
MF_gossipcop-2176268957,gossipcop-2176268957,MF,fake,train
MF_gossipcop-5791506883,gossipcop-5791506883,MF,fake,train
MF_gossipcop-4093235831,gossipcop-4093235831,MF,fake,train
MF_gossipcop-4308589959,gossipcop-4308589959,MF,fake,validation
MF_gossipcop-6451310728,gossipcop-6451310728,MF,fake,validation
MF_gossipcop-6882359158,gossipcop-6882359158,MF,fake,train
MF_gossipcop-643992606,gossipcop-643992606,MF,fake,train
MF_gossipcop-6449992903,gossipcop-6449992903,MF,fake,train
MF_gossipcop-9215520345,gossipcop-9215520345,MF,fake,train
MF_gossipcop-7120665185,gossipcop-7120665185,MF,fake,train
MF_gossipcop-5985910918,gossipcop-5985910918,MF,fake,train
MF_gossipcop-1103113292,gossipcop-1103113292,MF,fake,train
MF_gossipcop-6861973641,gossipcop-6861973641,MF,fake,validation
MF_gossipcop-1497308886,gossipcop-1497308886,MF,fake,train
MF_gossipcop-3928681744,gossipcop-3928681744,MF,fake,train
MF_gossipcop-9107967946,gossipcop-9107967946,MF,fake,train
MF_gossipcop-7694678050,gossipcop-7694678050,MF,fake,train
MF_gossipcop-2465874790,gossipcop-2465874790,MF,fake,validation
MF_gossipcop-3617487539,gossipcop-3617487539,MF,fake,validation
MF_gossipcop-3124466663,gossipcop-3124466663,MF,fake,test
MF_gossipcop-236447602,gossipcop-236447602,MF,fake,train
MF_gossipcop-8046229859,gossipcop-8046229859,MF,fake,train
MF_gossipcop-9208678373,gossipcop-9208678373,MF,fake,test
MF_gossipcop-8149933477,gossipcop-8149933477,MF,fake,validation
MF_gossipcop-9186166001,gossipcop-9186166001,MF,fake,train
MF_gossipcop-9276096851,gossipcop-9276096851,MF,fake,test
MF_gossipcop-4469154661,gossipcop-4469154661,MF,fake,test
MF_gossipcop-5544659837,gossipcop-5544659837,MF,fake,train
MF_gossipcop-5542913319,gossipcop-5542913319,MF,fake,test
MF_gossipcop-7201377614,gossipcop-7201377614,MF,fake,train
MF_gossipcop-6277941914,gossipcop-6277941914,MF,fake,train
MF_gossipcop-5165661741,gossipcop-5165661741,MF,fake,test
MF_gossipcop-8787806261,gossipcop-8787806261,MF,fake,test
MF_gossipcop-9281478920,gossipcop-9281478920,MF,fake,train
MF_gossipcop-6850065197,gossipcop-6850065197,MF,fake,train
MF_gossipcop-1883356669,gossipcop-1883356669,MF,fake,test
MF_gossipcop-7712975012,gossipcop-7712975012,MF,fake,train
MF_gossipcop-6870328467,gossipcop-6870328467,MF,fake,validation
MF_gossipcop-3816991540,gossipcop-3816991540,MF,fake,validation
MF_gossipcop-8754918117,gossipcop-8754918117,MF,fake,test
MF_gossipcop-5095709365,gossipcop-5095709365,MF,fake,train
MF_gossipcop-7590229055,gossipcop-7590229055,MF,fake,train
MF_gossipcop-2595922573,gossipcop-2595922573,MF,fake,train
MF_gossipcop-20216430,gossipcop-20216430,MF,fake,test
MF_gossipcop-6012454695,gossipcop-6012454695,MF,fake,train
MF_gossipcop-9433485305,gossipcop-9433485305,MF,fake,test
MF_gossipcop-9839314781,gossipcop-9839314781,MF,fake,validation
MF_gossipcop-6942722643,gossipcop-6942722643,MF,fake,train
MF_gossipcop-7625390960,gossipcop-7625390960,MF,fake,test
MF_gossipcop-1105091447,gossipcop-1105091447,MF,fake,validation
MF_gossipcop-1186645827,gossipcop-1186645827,MF,fake,train
MF_gossipcop-5827508224,gossipcop-5827508224,MF,fake,train
MF_gossipcop-2500579008,gossipcop-2500579008,MF,fake,train
MF_gossipcop-2161763691,gossipcop-2161763691,MF,fake,test
MF_gossipcop-9285642638,gossipcop-9285642638,MF,fake,train
MF_gossipcop-5725071390,gossipcop-5725071390,MF,fake,train
MF_gossipcop-9541238456,gossipcop-9541238456,MF,fake,train
MF_gossipcop-1949850843,gossipcop-1949850843,MF,fake,test
MF_gossipcop-3660054190,gossipcop-3660054190,MF,fake,train
MF_gossipcop-1928968897,gossipcop-1928968897,MF,fake,test
MF_gossipcop-3910567861,gossipcop-3910567861,MF,fake,test
MF_gossipcop-8755915248,gossipcop-8755915248,MF,fake,test
MF_gossipcop-1219244678,gossipcop-1219244678,MF,fake,train
MF_gossipcop-7092995069,gossipcop-7092995069,MF,fake,train
MF_gossipcop-4332053018,gossipcop-4332053018,MF,fake,validation
MF_gossipcop-3083904320,gossipcop-3083904320,MF,fake,train
MF_gossipcop-1044110130,gossipcop-1044110130,MF,fake,train
MF_gossipcop-1517816546,gossipcop-1517816546,MF,fake,validation
MF_gossipcop-6207731673,gossipcop-6207731673,MF,fake,train
MF_gossipcop-331851377,gossipcop-331851377,MF,fake,train
MF_gossipcop-4348793511,gossipcop-4348793511,MF,fake,test
MF_gossipcop-1716950828,gossipcop-1716950828,MF,fake,train
MF_gossipcop-523824796,gossipcop-523824796,MF,fake,train
MF_gossipcop-947530966,gossipcop-947530966,MF,fake,train
MF_gossipcop-7079656941,gossipcop-7079656941,MF,fake,test
MF_gossipcop-4539724984,gossipcop-4539724984,MF,fake,validation
MF_gossipcop-5290782306,gossipcop-5290782306,MF,fake,test
MF_gossipcop-562105988,gossipcop-562105988,MF,fake,validation
MF_gossipcop-8052204728,gossipcop-8052204728,MF,fake,test
MF_gossipcop-1952316280,gossipcop-1952316280,MF,fake,validation
MF_gossipcop-5945639465,gossipcop-5945639465,MF,fake,test
MF_gossipcop-7313900095,gossipcop-7313900095,MF,fake,validation
MF_gossipcop-403750018,gossipcop-403750018,MF,fake,test
MF_gossipcop-403336283,gossipcop-403336283,MF,fake,train
MF_gossipcop-1811064392,gossipcop-1811064392,MF,fake,train
MF_gossipcop-1323947612,gossipcop-1323947612,MF,fake,test
MF_gossipcop-8392424140,gossipcop-8392424140,MF,fake,validation
MF_gossipcop-4051674714,gossipcop-4051674714,MF,fake,train
MF_gossipcop-6107877588,gossipcop-6107877588,MF,fake,train
MF_gossipcop-8241683954,gossipcop-8241683954,MF,fake,train
MF_gossipcop-1784520868,gossipcop-1784520868,MF,fake,train
MF_gossipcop-6702382680,gossipcop-6702382680,MF,fake,train
MF_gossipcop-3316922141,gossipcop-3316922141,MF,fake,train
MF_gossipcop-5716325201,gossipcop-5716325201,MF,fake,validation
MF_gossipcop-2394847363,gossipcop-2394847363,MF,fake,train
MF_gossipcop-8129430513,gossipcop-8129430513,MF,fake,train
MF_gossipcop-5774381585,gossipcop-5774381585,MF,fake,train
MF_gossipcop-109358738,gossipcop-109358738,MF,fake,train
MF_gossipcop-4661831377,gossipcop-4661831377,MF,fake,test
MF_gossipcop-9427889313,gossipcop-9427889313,MF,fake,train
MF_gossipcop-9286575789,gossipcop-9286575789,MF,fake,validation
MF_gossipcop-2088192726,gossipcop-2088192726,MF,fake,train
MF_gossipcop-9757300282,gossipcop-9757300282,MF,fake,validation
MF_gossipcop-7411686847,gossipcop-7411686847,MF,fake,test
MF_gossipcop-7894516039,gossipcop-7894516039,MF,fake,train
MF_gossipcop-1818759378,gossipcop-1818759378,MF,fake,train
MF_gossipcop-2635899873,gossipcop-2635899873,MF,fake,train
MF_gossipcop-3795942487,gossipcop-3795942487,MF,fake,validation
MF_gossipcop-3885971599,gossipcop-3885971599,MF,fake,train
MF_gossipcop-8383689638,gossipcop-8383689638,MF,fake,test
MF_gossipcop-7405934844,gossipcop-7405934844,MF,fake,train
MF_gossipcop-6915614018,gossipcop-6915614018,MF,fake,train
MF_gossipcop-9943809806,gossipcop-9943809806,MF,fake,validation
MF_gossipcop-7431764476,gossipcop-7431764476,MF,fake,train
MF_gossipcop-157100313,gossipcop-157100313,MF,fake,train
MF_gossipcop-2823147292,gossipcop-2823147292,MF,fake,train
MF_gossipcop-9646723491,gossipcop-9646723491,MF,fake,train
MF_gossipcop-3136026341,gossipcop-3136026341,MF,fake,test
MF_gossipcop-3066088888,gossipcop-3066088888,MF,fake,train
MF_gossipcop-4370895065,gossipcop-4370895065,MF,fake,train
MF_gossipcop-3761702205,gossipcop-3761702205,MF,fake,train
MF_gossipcop-5144752389,gossipcop-5144752389,MF,fake,train
MF_gossipcop-8414767305,gossipcop-8414767305,MF,fake,train
MF_gossipcop-2210288941,gossipcop-2210288941,MF,fake,validation
MF_gossipcop-4109187486,gossipcop-4109187486,MF,fake,train
MF_gossipcop-3645597267,gossipcop-3645597267,MF,fake,test
MF_gossipcop-6969751557,gossipcop-6969751557,MF,fake,test
MF_gossipcop-7565530293,gossipcop-7565530293,MF,fake,train
MF_gossipcop-8725795345,gossipcop-8725795345,MF,fake,test
MF_gossipcop-5444844307,gossipcop-5444844307,MF,fake,train
MF_gossipcop-4083945973,gossipcop-4083945973,MF,fake,validation
MF_gossipcop-4918281647,gossipcop-4918281647,MF,fake,train
MF_gossipcop-7078948263,gossipcop-7078948263,MF,fake,train
MF_gossipcop-3213651270,gossipcop-3213651270,MF,fake,train
MF_gossipcop-2658883454,gossipcop-2658883454,MF,fake,train
MF_gossipcop-1315164180,gossipcop-1315164180,MF,fake,test
MF_gossipcop-8633373261,gossipcop-8633373261,MF,fake,validation
MF_gossipcop-8699882806,gossipcop-8699882806,MF,fake,validation
MF_gossipcop-3848986922,gossipcop-3848986922,MF,fake,test
MF_gossipcop-3834254312,gossipcop-3834254312,MF,fake,train
MF_gossipcop-2461469227,gossipcop-2461469227,MF,fake,train
MF_gossipcop-774156320,gossipcop-774156320,MF,fake,train
MF_gossipcop-8929894475,gossipcop-8929894475,MF,fake,validation
MF_gossipcop-1501322357,gossipcop-1501322357,MF,fake,test
MF_gossipcop-2850498997,gossipcop-2850498997,MF,fake,train
MF_gossipcop-3342928201,gossipcop-3342928201,MF,fake,test
MF_gossipcop-8143064937,gossipcop-8143064937,MF,fake,test
MF_gossipcop-7201000645,gossipcop-7201000645,MF,fake,train
MF_gossipcop-2080727909,gossipcop-2080727909,MF,fake,train
MF_gossipcop-8230458539,gossipcop-8230458539,MF,fake,train
MF_gossipcop-3335565447,gossipcop-3335565447,MF,fake,test
MF_gossipcop-6204853205,gossipcop-6204853205,MF,fake,train
MF_gossipcop-311613116,gossipcop-311613116,MF,fake,test
MF_gossipcop-7908910194,gossipcop-7908910194,MF,fake,train
MF_gossipcop-5880399600,gossipcop-5880399600,MF,fake,train
MF_gossipcop-1781205269,gossipcop-1781205269,MF,fake,validation
MF_gossipcop-9852328784,gossipcop-9852328784,MF,fake,train
MF_gossipcop-7365331782,gossipcop-7365331782,MF,fake,train
MF_gossipcop-8704950132,gossipcop-8704950132,MF,fake,train
MF_gossipcop-1363170506,gossipcop-1363170506,MF,fake,validation
MF_gossipcop-8586162031,gossipcop-8586162031,MF,fake,validation
MF_gossipcop-1053862865,gossipcop-1053862865,MF,fake,train
MF_gossipcop-7335145451,gossipcop-7335145451,MF,fake,test
MF_gossipcop-2076682877,gossipcop-2076682877,MF,fake,train
MF_gossipcop-6638285644,gossipcop-6638285644,MF,fake,train
MF_gossipcop-9202141658,gossipcop-9202141658,MF,fake,train
MF_gossipcop-3454213730,gossipcop-3454213730,MF,fake,train
MF_gossipcop-4508351869,gossipcop-4508351869,MF,fake,test
MF_gossipcop-6725857895,gossipcop-6725857895,MF,fake,test
MF_gossipcop-6691145021,gossipcop-6691145021,MF,fake,validation
MF_gossipcop-4553793369,gossipcop-4553793369,MF,fake,test
MF_gossipcop-9017740875,gossipcop-9017740875,MF,fake,train
MF_gossipcop-2343200806,gossipcop-2343200806,MF,fake,validation
MF_gossipcop-320737206,gossipcop-320737206,MF,fake,test
MF_gossipcop-526161916,gossipcop-526161916,MF,fake,validation
MF_gossipcop-9273190087,gossipcop-9273190087,MF,fake,test
MF_gossipcop-129798707,gossipcop-129798707,MF,fake,validation
MF_gossipcop-9381045575,gossipcop-9381045575,MF,fake,train
MF_gossipcop-8678284031,gossipcop-8678284031,MF,fake,train
MF_gossipcop-406996664,gossipcop-406996664,MF,fake,train
MF_gossipcop-5258315475,gossipcop-5258315475,MF,fake,test
MF_gossipcop-7134675583,gossipcop-7134675583,MF,fake,train
MF_gossipcop-9010461723,gossipcop-9010461723,MF,fake,test
MF_gossipcop-3012797232,gossipcop-3012797232,MF,fake,train
MF_gossipcop-9411510997,gossipcop-9411510997,MF,fake,train
MF_gossipcop-291332732,gossipcop-291332732,MF,fake,train
MF_gossipcop-3196236336,gossipcop-3196236336,MF,fake,test
MF_gossipcop-2679027715,gossipcop-2679027715,MF,fake,train
MF_gossipcop-2799311243,gossipcop-2799311243,MF,fake,test
MF_gossipcop-2615005056,gossipcop-2615005056,MF,fake,train
MF_gossipcop-2637418294,gossipcop-2637418294,MF,fake,train
MF_gossipcop-5098158982,gossipcop-5098158982,MF,fake,train
MF_gossipcop-3662901506,gossipcop-3662901506,MF,fake,test
MF_gossipcop-9631457857,gossipcop-9631457857,MF,fake,train
MF_gossipcop-1146379778,gossipcop-1146379778,MF,fake,train
MF_gossipcop-6058088749,gossipcop-6058088749,MF,fake,test
MF_gossipcop-6504249629,gossipcop-6504249629,MF,fake,train
MF_gossipcop-2971458461,gossipcop-2971458461,MF,fake,train
MF_gossipcop-5366274514,gossipcop-5366274514,MF,fake,validation
MF_gossipcop-7510176516,gossipcop-7510176516,MF,fake,validation
MF_gossipcop-2504785566,gossipcop-2504785566,MF,fake,train
MF_gossipcop-3952009039,gossipcop-3952009039,MF,fake,train
MF_gossipcop-4577642462,gossipcop-4577642462,MF,fake,train
MF_gossipcop-3612883910,gossipcop-3612883910,MF,fake,train
MF_gossipcop-1659503489,gossipcop-1659503489,MF,fake,validation
MF_gossipcop-1515227891,gossipcop-1515227891,MF,fake,validation
MF_gossipcop-5112442905,gossipcop-5112442905,MF,fake,train
MF_gossipcop-3278265201,gossipcop-3278265201,MF,fake,train
MF_gossipcop-1760401680,gossipcop-1760401680,MF,fake,train
MF_gossipcop-1541245230,gossipcop-1541245230,MF,fake,train
MF_gossipcop-639387307,gossipcop-639387307,MF,fake,train
MF_gossipcop-9968162011,gossipcop-9968162011,MF,fake,train
MF_gossipcop-7536015585,gossipcop-7536015585,MF,fake,test
MF_gossipcop-5175859472,gossipcop-5175859472,MF,fake,train
MF_gossipcop-4987228814,gossipcop-4987228814,MF,fake,validation
MF_gossipcop-2485085069,gossipcop-2485085069,MF,fake,train
MF_gossipcop-2547891536,gossipcop-2547891536,MF,fake,train
MF_gossipcop-386775335,gossipcop-386775335,MF,fake,train
MF_gossipcop-638030695,gossipcop-638030695,MF,fake,validation
MF_gossipcop-2224998256,gossipcop-2224998256,MF,fake,train
MF_gossipcop-2950727916,gossipcop-2950727916,MF,fake,train
MF_gossipcop-3401078624,gossipcop-3401078624,MF,fake,train
MF_gossipcop-7650736219,gossipcop-7650736219,MF,fake,train
MF_gossipcop-4517095073,gossipcop-4517095073,MF,fake,test
MF_gossipcop-2747402590,gossipcop-2747402590,MF,fake,train
MF_gossipcop-6758032671,gossipcop-6758032671,MF,fake,train
MF_gossipcop-2035932150,gossipcop-2035932150,MF,fake,train
MF_gossipcop-11452309,gossipcop-11452309,MF,fake,validation
MF_gossipcop-2294122233,gossipcop-2294122233,MF,fake,validation
MF_gossipcop-7261426492,gossipcop-7261426492,MF,fake,test
MF_gossipcop-22610604,gossipcop-22610604,MF,fake,validation
MF_gossipcop-7619619354,gossipcop-7619619354,MF,fake,test
MF_gossipcop-668291782,gossipcop-668291782,MF,fake,train
MF_gossipcop-3896029098,gossipcop-3896029098,MF,fake,train
MF_gossipcop-1919200285,gossipcop-1919200285,MF,fake,train
MF_gossipcop-3832199763,gossipcop-3832199763,MF,fake,train
MF_gossipcop-2493749932,gossipcop-2493749932,MF,fake,train
MF_gossipcop-9716230263,gossipcop-9716230263,MF,fake,test
MF_gossipcop-9732770662,gossipcop-9732770662,MF,fake,train
MF_gossipcop-4883785030,gossipcop-4883785030,MF,fake,train
MF_gossipcop-9393662304,gossipcop-9393662304,MF,fake,test
MF_gossipcop-3714410350,gossipcop-3714410350,MF,fake,train
MF_gossipcop-1658391416,gossipcop-1658391416,MF,fake,test
MF_gossipcop-971921890,gossipcop-971921890,MF,fake,validation
MF_gossipcop-344385140,gossipcop-344385140,MF,fake,test
MF_gossipcop-9639469508,gossipcop-9639469508,MF,fake,validation
MF_gossipcop-8963237866,gossipcop-8963237866,MF,fake,train
MF_gossipcop-7347215426,gossipcop-7347215426,MF,fake,test
MF_gossipcop-9030342447,gossipcop-9030342447,MF,fake,train
MF_gossipcop-9904513008,gossipcop-9904513008,MF,fake,train
MF_gossipcop-3271653405,gossipcop-3271653405,MF,fake,validation
MF_gossipcop-9937438668,gossipcop-9937438668,MF,fake,train
MF_gossipcop-7499445294,gossipcop-7499445294,MF,fake,test
MF_gossipcop-7195026765,gossipcop-7195026765,MF,fake,train
MF_gossipcop-5930092414,gossipcop-5930092414,MF,fake,train
MF_gossipcop-4050914559,gossipcop-4050914559,MF,fake,train
MF_gossipcop-3826226036,gossipcop-3826226036,MF,fake,train
MF_gossipcop-9368089122,gossipcop-9368089122,MF,fake,test
MF_gossipcop-8760109653,gossipcop-8760109653,MF,fake,train
MF_gossipcop-9852868069,gossipcop-9852868069,MF,fake,train
MF_gossipcop-546100856,gossipcop-546100856,MF,fake,train
MF_gossipcop-2205318349,gossipcop-2205318349,MF,fake,train
MF_gossipcop-7343282452,gossipcop-7343282452,MF,fake,train
MF_gossipcop-7001874858,gossipcop-7001874858,MF,fake,train
MF_gossipcop-8916783957,gossipcop-8916783957,MF,fake,validation
MF_gossipcop-9446264931,gossipcop-9446264931,MF,fake,test
MF_gossipcop-6776046000,gossipcop-6776046000,MF,fake,train
MF_gossipcop-1498338899,gossipcop-1498338899,MF,fake,train
MF_gossipcop-9650269391,gossipcop-9650269391,MF,fake,validation
MF_gossipcop-3430607867,gossipcop-3430607867,MF,fake,train
MF_gossipcop-1131624656,gossipcop-1131624656,MF,fake,validation
MF_gossipcop-4869757856,gossipcop-4869757856,MF,fake,train
MF_gossipcop-5615107600,gossipcop-5615107600,MF,fake,test
MF_gossipcop-9294163823,gossipcop-9294163823,MF,fake,train
MF_gossipcop-1757374802,gossipcop-1757374802,MF,fake,validation
MF_gossipcop-7938752346,gossipcop-7938752346,MF,fake,test
MF_gossipcop-3067302011,gossipcop-3067302011,MF,fake,validation
MF_gossipcop-3484504330,gossipcop-3484504330,MF,fake,train
MF_gossipcop-4235263494,gossipcop-4235263494,MF,fake,test
MF_gossipcop-666213539,gossipcop-666213539,MF,fake,train
MF_gossipcop-5706375578,gossipcop-5706375578,MF,fake,train
MF_gossipcop-8159726226,gossipcop-8159726226,MF,fake,test
MF_gossipcop-4165900976,gossipcop-4165900976,MF,fake,train
MF_gossipcop-2194626931,gossipcop-2194626931,MF,fake,test
MF_gossipcop-5262783712,gossipcop-5262783712,MF,fake,train
MF_gossipcop-869318083,gossipcop-869318083,MF,fake,validation
MF_gossipcop-5264543381,gossipcop-5264543381,MF,fake,train
MF_gossipcop-7262259263,gossipcop-7262259263,MF,fake,train
MF_gossipcop-262742935,gossipcop-262742935,MF,fake,test
MF_gossipcop-7595812226,gossipcop-7595812226,MF,fake,train
MF_gossipcop-9188555877,gossipcop-9188555877,MF,fake,train
MF_gossipcop-1328152817,gossipcop-1328152817,MF,fake,validation
MF_gossipcop-44021597,gossipcop-44021597,MF,fake,train
MF_gossipcop-4969454110,gossipcop-4969454110,MF,fake,validation
MF_gossipcop-3335184635,gossipcop-3335184635,MF,fake,validation
MF_gossipcop-4294141783,gossipcop-4294141783,MF,fake,train
MF_gossipcop-8620094827,gossipcop-8620094827,MF,fake,test
MF_gossipcop-4886265406,gossipcop-4886265406,MF,fake,train
MF_gossipcop-4996005636,gossipcop-4996005636,MF,fake,validation
MF_gossipcop-9737431196,gossipcop-9737431196,MF,fake,test
MF_gossipcop-7207527902,gossipcop-7207527902,MF,fake,validation
MF_gossipcop-2856846379,gossipcop-2856846379,MF,fake,validation
MF_gossipcop-669561805,gossipcop-669561805,MF,fake,train
MF_gossipcop-6337200571,gossipcop-6337200571,MF,fake,train
MF_gossipcop-9075694215,gossipcop-9075694215,MF,fake,validation
MF_gossipcop-722310849,gossipcop-722310849,MF,fake,validation
MF_gossipcop-8115207261,gossipcop-8115207261,MF,fake,train
MF_gossipcop-9477146820,gossipcop-9477146820,MF,fake,train
MF_gossipcop-1185219723,gossipcop-1185219723,MF,fake,test
MF_gossipcop-9424432182,gossipcop-9424432182,MF,fake,train
MF_gossipcop-3294774733,gossipcop-3294774733,MF,fake,test
MF_gossipcop-2530086995,gossipcop-2530086995,MF,fake,validation
MF_gossipcop-6198474285,gossipcop-6198474285,MF,fake,validation
MF_gossipcop-1685663261,gossipcop-1685663261,MF,fake,train
MF_gossipcop-9641079967,gossipcop-9641079967,MF,fake,train
MF_gossipcop-9202757081,gossipcop-9202757081,MF,fake,train
MF_gossipcop-6457941025,gossipcop-6457941025,MF,fake,train
MF_gossipcop-3012501895,gossipcop-3012501895,MF,fake,validation
MF_gossipcop-1694904591,gossipcop-1694904591,MF,fake,validation
MF_gossipcop-6175737506,gossipcop-6175737506,MF,fake,validation
MF_gossipcop-5571473271,gossipcop-5571473271,MF,fake,train
MF_gossipcop-6973925657,gossipcop-6973925657,MF,fake,validation
MF_gossipcop-2111996495,gossipcop-2111996495,MF,fake,train
MF_gossipcop-6219083016,gossipcop-6219083016,MF,fake,train
MF_gossipcop-6221519484,gossipcop-6221519484,MF,fake,test
MF_gossipcop-2408301637,gossipcop-2408301637,MF,fake,test
MF_gossipcop-6147600959,gossipcop-6147600959,MF,fake,validation
MF_gossipcop-4223541835,gossipcop-4223541835,MF,fake,validation
MF_gossipcop-2868963763,gossipcop-2868963763,MF,fake,test
MF_gossipcop-8911336316,gossipcop-8911336316,MF,fake,train
MF_gossipcop-4743998220,gossipcop-4743998220,MF,fake,train
MF_gossipcop-8474482797,gossipcop-8474482797,MF,fake,test
MF_gossipcop-6805570649,gossipcop-6805570649,MF,fake,test
MF_gossipcop-8606143021,gossipcop-8606143021,MF,fake,train
MF_gossipcop-9460427693,gossipcop-9460427693,MF,fake,validation
MF_gossipcop-7468340060,gossipcop-7468340060,MF,fake,train
MF_gossipcop-4265306054,gossipcop-4265306054,MF,fake,train
MF_gossipcop-3965205912,gossipcop-3965205912,MF,fake,train
MF_gossipcop-3515239961,gossipcop-3515239961,MF,fake,validation
MF_gossipcop-3178329969,gossipcop-3178329969,MF,fake,test
MF_gossipcop-3181389217,gossipcop-3181389217,MF,fake,train
MF_gossipcop-8089990200,gossipcop-8089990200,MF,fake,train
MF_gossipcop-3393468009,gossipcop-3393468009,MF,fake,train
MF_gossipcop-9934318467,gossipcop-9934318467,MF,fake,train
MF_gossipcop-9566577328,gossipcop-9566577328,MF,fake,test
MF_gossipcop-49043018,gossipcop-49043018,MF,fake,train
MF_gossipcop-9439787307,gossipcop-9439787307,MF,fake,test
MF_gossipcop-270766594,gossipcop-270766594,MF,fake,validation
MF_gossipcop-8374643527,gossipcop-8374643527,MF,fake,train
MF_gossipcop-1860207757,gossipcop-1860207757,MF,fake,train
MF_gossipcop-9098202484,gossipcop-9098202484,MF,fake,validation
MF_gossipcop-3177810302,gossipcop-3177810302,MF,fake,train
MF_gossipcop-5565789711,gossipcop-5565789711,MF,fake,train
MF_gossipcop-2415967432,gossipcop-2415967432,MF,fake,test
MF_gossipcop-9880808244,gossipcop-9880808244,MF,fake,train
MF_gossipcop-5694364219,gossipcop-5694364219,MF,fake,train
MF_gossipcop-1594116936,gossipcop-1594116936,MF,fake,train
MF_gossipcop-9713275683,gossipcop-9713275683,MF,fake,train
MF_gossipcop-1457904080,gossipcop-1457904080,MF,fake,train
MF_gossipcop-8330888256,gossipcop-8330888256,MF,fake,train
MF_gossipcop-4406274153,gossipcop-4406274153,MF,fake,validation
MF_gossipcop-8357440556,gossipcop-8357440556,MF,fake,train
MF_gossipcop-3108954033,gossipcop-3108954033,MF,fake,validation
MF_gossipcop-1381944265,gossipcop-1381944265,MF,fake,train
MF_gossipcop-2384909612,gossipcop-2384909612,MF,fake,train
MF_gossipcop-6555799194,gossipcop-6555799194,MF,fake,train
MF_gossipcop-4844673896,gossipcop-4844673896,MF,fake,validation
